distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
mb,fixed,150,0.95,0.01,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,0.9407936291284524,0.8937539476720298,0.8937539476720298,clipped
mb,tuned_va,150,0.95,0.01,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.7684180647996571,0.7299971615596742,0.7299971615596742,clipped
binomial,fixed,45,0.95,0.01,0.6,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.7575490941132867,0.7196716394076224,0.7196716394076224,clipped
uniform,fixed,150,0.95,0.01,0.6,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.7575490960317047,0.7196716412301195,0.7196716412301195,clipped
mb,fixed,150,0.95,0.01,0.6,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,0.9386986681363761,0.8917637347295573,0.8917637347295573,clipped
mb,tuned_va,150,0.95,0.01,0.6,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.7666124121515553,0.7282817915439775,0.7282817915439775,clipped
binomial,fixed,45,0.95,0.01,0.6,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.7557682635246349,0.7179798503484031,0.7179798503484031,clipped
uniform,fixed,150,0.95,0.01,0.6,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.7557682654396217,0.7179798521676406,0.7179798521676406,clipped
mb,fixed,150,0.95,0.01,0.6,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,0.9366133411783367,0.8897826741194198,0.8897826741194198,clipped
mb,tuned_va,150,0.95,0.01,0.6,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.7648154228918712,0.7265746517472776,0.7265746517472776,clipped
binomial,fixed,45,0.95,0.01,0.75,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8432102468748746,0.8010497345311308,0.8010497345311308,clipped
uniform,fixed,150,0.95,0.01,0.75,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8432102489534274,0.8010497365057561,0.8010497365057561,clipped
mb,fixed,150,0.95,0.01,0.75,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0385004884275868,0.9865754640062074,0.9865754640062074,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8530275338661519,0.8103761571728443,0.8103761571728443,clipped
binomial,fixed,45,0.95,0.01,0.75,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8428545975425976,0.8007118676654676,0.8007118676654676,clipped
uniform,fixed,150,0.95,0.01,0.75,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.842854599620505,0.8007118696394797,0.8007118696394797,clipped
mb,fixed,150,0.95,0.01,0.75,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0380881256101704,0.9861837193296619,0.9861837193296619,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.852668846623381,0.810035404292212,0.810035404292212,clipped
binomial,fixed,45,0.95,0.01,0.75,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8424992565696252,0.8003742937411439,0.8003742937411439,clipped
uniform,fixed,150,0.95,0.01,0.75,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8424992586468875,0.8003742957145431,0.8003742957145431,clipped
mb,fixed,150,0.95,0.01,0.75,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.037676104132594,0.9857922989259642,0.9857922989259642,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8523104696194728,0.8096949461384991,0.8096949461384991,clipped
binomial,fixed,45,0.95,0.01,0.75,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8414350796940184,0.7993633257093175,0.7993633257093175,clipped
uniform,fixed,150,0.95,0.01,0.75,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8414350817693483,0.7993633276808809,0.7993633276808809,clipped
mb,fixed,150,0.95,0.01,0.75,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0364420833385146,0.9846199791715888,0.9846199791715888,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8512371959109801,0.8086753361154311,0.8086753361154311,clipped
binomial,fixed,45,0.95,0.01,0.75,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8396675804827588,0.7976842014586208,0.7976842014586208,clipped
uniform,fixed,150,0.95,0.01,0.75,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8396675825548758,0.797684203427132,0.797684203427132,clipped
mb,fixed,150,0.95,0.01,0.75,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0343921678587211,0.982672559465785,0.982672559465785,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8494545727404087,0.8069818441033882,0.8069818441033882,clipped
binomial,fixed,45,0.95,0.01,0.75,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8379076983466806,0.7960123134293465,0.7960123134293465,clipped
uniform,fixed,150,0.95,0.01,0.75,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8379077004155945,0.7960123153948148,0.7960123153948148,clipped
mb,fixed,150,0.95,0.01,0.75,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0323506875183612,0.9807331531424431,0.9807331531424431,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8476796132436585,0.8052956325814755,0.8052956325814755,clipped
binomial,fixed,45,0.95,0.01,0.75,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.8361553828517568,0.794347613709169,0.794347613709169,clipped
uniform,fixed,150,0.95,0.01,0.75,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.8361553849174778,0.7943476156716038,0.7943476156716038,clipped
mb,fixed,150,0.95,0.01,0.75,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.0303175883287266,0.9788017089122901,0.9788017089122901,clipped
mb,tuned_va,150,0.95,0.01,0.75,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.8459122667716698,0.8036166534330862,0.8036166534330862,clipped
binomial,fixed,45,0.95,0.01,0.9,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9071441225179502,0.8617869163920526,0.8617869163920526,clipped
uniform,fixed,150,0.95,0.01,0.9,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9071441247099752,0.8617869184744764,0.8617869184744764,clipped
mb,fixed,150,0.95,0.01,0.9,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.112371227635777,1.056752666253988,1.056752666253988,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9174954352213652,0.8716206634602969,0.8716206634602969,clipped
binomial,fixed,45,0.95,0.01,0.9,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.90679955558105,0.8614595778019974,0.8614595778019974,clipped
uniform,fixed,150,0.95,0.01,0.9,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9067995577724767,0.8614595798838528,0.8614595798838528,clipped
mb,fixed,150,0.95,0.01,0.9,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.111974457359459,1.056375734491486,1.056375734491486,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9171480536752528,0.8712906509914901,0.8712906509914901,clipped
binomial,fixed,45,0.95,0.01,0.9,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9064552588548916,0.861132495912147,0.861132495912147,clipped
uniform,fixed,150,0.95,0.01,0.9,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9064552610457208,0.8611324979934347,0.8611324979934347,clipped
mb,fixed,150,0.95,0.01,0.9,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1115779838896276,1.0559990846951461,1.0559990846951461,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9168009438701046,0.8709608966765993,0.8709608966765993,clipped
binomial,fixed,45,0.95,0.01,0.9,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9054239866684002,0.8601527873349801,0.8601527873349801,clipped
uniform,fixed,150,0.95,0.01,0.9,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9054239888574374,0.8601527894145654,0.8601527894145654,clipped
mb,fixed,150,0.95,0.01,0.9,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1103903408431497,1.054870823800992,1.054870823800992,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9157612416155093,0.8699731795347339,0.8699731795347339,clipped
binomial,fixed,45,0.95,0.01,0.9,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9037105734440274,0.858525044771826,0.858525044771826,clipped
uniform,fixed,150,0.95,0.01,0.9,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9037105756300852,0.8585250468485809,0.8585250468485809,clipped
mb,fixed,150,0.95,0.01,0.9,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1084168395381189,1.0529959975612129,1.0529959975612129,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9140338087659049,0.8683321183276096,0.8683321183276096,clipped
binomial,fixed,45,0.95,0.01,0.9,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9020038423103647,0.8569036501948464,0.8569036501948464,clipped
uniform,fixed,150,0.95,0.01,0.9,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9020038444934513,0.8569036522687786,0.8569036522687786,clipped
mb,fixed,150,0.95,0.01,0.9,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1064506806575936,1.0511281466247138,1.0511281466247138,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9123130959831512,0.8666974411839936,0.8666974411839936,clipped
binomial,fixed,45,0.95,0.01,0.9,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9003037530671926,0.8552885654138329,0.8552885654138329,clipped
uniform,fixed,150,0.95,0.01,0.9,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9003037552473159,0.8552885674849501,0.8552885674849501,clipped
mb,fixed,150,0.95,0.01,0.9,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1044918214855965,1.0492672304113166,1.0492672304113166,clipped
mb,tuned_va,150,0.95,0.01,0.9,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9105990629129326,0.8650691097672859,0.8650691097672859,clipped
binomial,fixed,45,0.95,0.01,0.95,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9256692053604885,0.879385745092464,0.879385745092464,clipped
uniform,fixed,150,0.95,0.01,0.95,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9256692075844638,0.8793857472052405,0.8793857472052405,clipped
mb,fixed,150,0.95,0.01,0.95,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1336819214114777,1.0769978253409038,1.0769978253409038,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9361708476383315,0.8893623052564149,0.8893623052564149,clipped
binomial,fixed,45,0.95,0.01,0.95,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.925328841658774,0.8790623995758353,0.8790623995758353,clipped
uniform,fixed,150,0.95,0.01,0.95,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9253288438821659,0.8790624016880575,0.8790624016880575,clipped
mb,fixed,150,0.95,0.01,0.95,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1332907473908025,1.0766262100212622,1.0766262100212622,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9358277394239574,0.8890363524527595,0.8890363524527595,clipped
binomial,fixed,45,0.95,0.01,0.95,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9249887366777753,0.8787392998438864,0.8787392998438864,clipped
uniform,fixed,150,0.95,0.01,0.95,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9249887389005841,0.8787393019555548,0.8787393019555548,clipped
mb,fixed,150,0.95,0.01,0.95,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1328998569501265,1.0762548641026202,1.0762548641026202,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9354848913644396,0.8887106467962176,0.8887106467962176,clipped
binomial,fixed,45,0.95,0.01,0.95,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9239699710183287,0.8777714724674122,0.8777714724674122,clipped
uniform,fixed,150,0.95,0.01,0.95,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9239699732393905,0.8777714745774209,0.8777714745774209,clipped
mb,fixed,150,0.95,0.01,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1317288838847335,1.0751424396904967,1.0751424396904967,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9344579050630462,0.8877350098098938,0.8877350098098938,clipped
binomial,fixed,45,0.95,0.01,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9222771743600131,0.8761633156420124,0.8761633156420124,clipped
uniform,fixed,150,0.95,0.01,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9222771765781688,0.8761633177492603,0.8761633177492603,clipped
mb,fixed,150,0.95,0.01,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1297829037004257,1.0732937585154043,1.0732937585154043,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9327514359129684,0.88611386411732,0.88611386411732,clipped
binomial,fixed,45,0.95,0.01,0.95,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9205907777114986,0.8745612388259236,0.8745612388259236,clipped
uniform,fixed,150,0.95,0.01,0.95,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9205907799267556,0.8745612409304179,0.8745612409304179,clipped
mb,fixed,150,0.95,0.01,0.95,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.127843940914056,1.071451743868353,1.071451743868353,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9310514023744538,0.8844988322557311,0.8844988322557311,clipped
binomial,fixed,45,0.95,0.01,0.95,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9189107437005655,0.8729652065155371,0.8729652065155371,clipped
uniform,fixed,150,0.95,0.01,0.95,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9189107459129318,0.8729652086172851,0.8729652086172851,clipped
mb,fixed,150,0.95,0.01,0.95,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1259119558940465,1.069616358099344,1.069616358099344,clipped
mb,tuned_va,150,0.95,0.01,0.95,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9293577669364084,0.8828898785895879,0.8828898785895879,clipped
binomial,fixed,45,0.95,0.01,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9396413419368235,0.8926592748399823,0.8926592748399823,clipped
uniform,fixed,150,0.95,0.01,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9396413441846265,0.8926592769753952,0.8926592769753952,clipped
mb,fixed,150,0.95,0.01,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1497280119379019,1.0922416113410067,1.0922416113410067,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9502550866342231,0.9027423323025119,0.9027423323025119,clipped
binomial,fixed,45,0.95,0.01,0.99,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9393044440753813,0.8923392218716122,0.8923392218716122,clipped
uniform,fixed,150,0.95,0.01,0.99,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9393044463226126,0.8923392240064819,0.8923392240064819,clipped
mb,fixed,150,0.95,0.01,0.99,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1493413774987118,1.091874308623776,1.091874308623776,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9499154986014133,0.9024197236713426,0.9024197236713426,clipped
binomial,fixed,45,0.95,0.01,0.99,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9389677961741252,0.8920194063654189,0.8920194063654189,clipped
uniform,fixed,150,0.95,0.01,0.99,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9389677984207848,0.8920194084997455,0.8920194084997455,clipped
mb,fixed,150,0.95,0.01,0.99,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.148955016605272,1.0915072657750085,1.0915072657750085,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9495761618921582,0.9020973537975503,0.9020973537975503,clipped
binomial,fixed,45,0.95,0.01,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9379593493613632,0.891061381893295,0.891061381893295,clipped
uniform,fixed,150,0.95,0.01,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9379593516063099,0.8910613840259944,0.8910613840259944,clipped
mb,fixed,150,0.95,0.01,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1477975721614018,1.0904076935533316,1.0904076935533316,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9485596568252511,0.9011316739839885,0.9011316739839885,clipped
binomial,fixed,45,0.95,0.01,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9362835771571808,0.8894693982993217,0.8894693982993217,clipped
uniform,fixed,150,0.95,0.01,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9362835793992785,0.8894694004293145,0.8894694004293145,clipped
mb,fixed,150,0.95,0.01,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.145873940718252,1.0885802436823395,1.0885802436823395,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.946870481368354,0.8995269572999363,0.8995269572999363,clipped
binomial,fixed,45,0.95,0.01,0.99,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9346139897573092,0.8878832902694438,0.8878832902694438,clipped
uniform,fixed,150,0.95,0.01,0.99,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9346139919965651,0.8878832923967368,0.8878832923967368,clipped
