distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
mb,fixed,150,0.95,0.01,0.99,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1439570799531467,1.0867592259554892,1.0867592259554892,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9451875245678278,0.8979281483394365,0.8979281483394365,clipped
binomial,fixed,45,0.95,0.01,0.99,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773518524208472,2.9544034867470983,2.954403483792695,True,0.0,0.9329505518733991,0.8863030242797292,0.8863030242797292,clipped
uniform,fixed,150,0.95,0.01,0.99,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.716159958338442,2.9544034930929794,2.954403490138576,True,0.0,0.9329505541098206,0.8863030264043296,0.8863030264043296,clipped
mb,fixed,150,0.95,0.01,0.99,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071471094130707,3.592862353963733,3.5928623503708708,True,0.0,1.1420469524992936,1.0849446048743288,1.0849446048743288,clipped
mb,tuned_va,150,0.95,0.01,0.99,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835981438641301,2.9844781381347167,2.9844781351502387,True,0.0,0.9435107510072366,0.8963352134568747,0.8963352134568747,clipped
binomial,fixed,45,0.95,0.015,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.7619125028081636,0.7238168776677554,0.7238168776677554,clipped
uniform,fixed,150,0.95,0.015,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.7619125047349703,0.7238168794982217,0.7238168794982217,clipped
mb,fixed,150,0.95,0.015,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9438062994935015,0.8966159845188264,0.8966159845188264,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7710153280131048,0.7324645616124495,0.7324645616124495,clipped
binomial,fixed,45,0.95,0.015,0.6,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.7615514332680158,0.7234738616046149,0.7234738616046149,clipped
uniform,fixed,150,0.95,0.015,0.6,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.7615514351941293,0.7234738634344228,0.7234738634344228,clipped
mb,fixed,150,0.95,0.015,0.6,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9433837458963399,0.8962145586015229,0.8962145586015229,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7706509938516317,0.7321184441590501,0.7321184441590501,clipped
binomial,fixed,45,0.95,0.015,0.6,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.7611907136851341,0.7231311780008773,0.7231311780008773,clipped
uniform,fixed,150,0.95,0.015,0.6,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.761190715610555,0.7231311798300272,0.7231311798300272,clipped
mb,fixed,150,0.95,0.015,0.6,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9429615838632476,0.8958135046700851,0.8958135046700851,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.770287011988229,0.7317726613888176,0.7317726613888176,clipped
binomial,fixed,45,0.95,0.015,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.7601106494874053,0.7221051170130349,0.7221051170130349,clipped
uniform,fixed,150,0.95,0.015,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.760110651410751,0.7221051188402133,0.7221051188402133,clipped
mb,fixed,150,0.95,0.015,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9416974415332432,0.894612569456581,0.894612569456581,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7691971749686142,0.7307373162201835,0.7307373162201835,clipped
binomial,fixed,45,0.95,0.015,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.758317493328367,0.7204016186619485,0.7204016186619485,clipped
uniform,fixed,150,0.95,0.015,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.758317495248264,0.7204016204858508,0.7204016204858508,clipped
mb,fixed,150,0.95,0.015,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9395983166887352,0.8926184008542983,0.8926184008542983,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7673877773550022,0.7290183884872521,0.7290183884872521,clipped
binomial,fixed,45,0.95,0.015,0.6,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.7565329701385242,0.7187063216315979,0.7187063216315979,clipped
uniform,fixed,150,0.95,0.015,0.6,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.7565329720549847,0.7187063234522354,0.7187063234522354,clipped
mb,fixed,150,0.95,0.015,0.6,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9375088555258665,0.8906334127495731,0.8906334127495731,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7655870706678449,0.7273077171344526,0.7273077171344526,clipped
binomial,fixed,45,0.95,0.015,0.6,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.754757016368383,0.7170191655499638,0.7170191655499638,clipped
uniform,fixed,150,0.95,0.015,0.6,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.7547570182814196,0.7170191673673486,0.7170191673673486,clipped
mb,fixed,150,0.95,0.015,0.6,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,0.9354289892889038,0.8886575398244586,0.8886575398244586,clipped
mb,tuned_va,150,0.95,0.015,0.6,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.7637949910479717,0.725605241495573,0.725605241495573,clipped
binomial,fixed,45,0.95,0.015,0.75,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8419446526419118,0.7998474200098161,0.7998474200098161,clipped
uniform,fixed,150,0.95,0.015,0.75,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8419446547181674,0.799847421982259,0.799847421982259,clipped
mb,fixed,150,0.95,0.015,0.75,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0370330028734576,0.9851813527297847,0.9851813527297847,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8517511256520646,0.8091635693694613,0.8091635693694613,clipped
binomial,fixed,45,0.95,0.015,0.75,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8415900999625898,0.7995105949644603,0.7995105949644603,clipped
uniform,fixed,150,0.95,0.015,0.75,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8415901020382017,0.7995105969362916,0.7995105969362916,clipped
mb,fixed,150,0.95,0.015,0.75,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0366218540707586,0.9847907613672205,0.9847907613672205,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8513935417502201,0.8088238646627091,0.8088238646627091,clipped
binomial,fixed,45,0.95,0.015,0.75,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8412358541795737,0.799174061470595,0.799174061470595,clipped
uniform,fixed,150,0.95,0.015,0.75,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8412358562545418,0.7991740634418146,0.7991740634418146,clipped
mb,fixed,150,0.95,0.015,0.75,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0362110450424393,0.9844004927903173,0.9844004927903173,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8510362666180371,0.8084844532871353,0.8084844532871353,clipped
binomial,fixed,45,0.95,0.015,0.75,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8401749541224659,0.7981662064163426,0.7981662064163426,clipped
uniform,fixed,150,0.95,0.015,0.75,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8401749561955056,0.7981662083857303,0.7981662083857303,clipped
mb,fixed,150,0.95,0.015,0.75,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.034980652231187,0.9832316196196277,0.9832316196196277,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8499662897362126,0.807467975249402,0.807467975249402,clipped
binomial,fixed,45,0.95,0.015,0.75,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8384128872629569,0.796492242899809,0.796492242899809,clipped
uniform,fixed,150,0.95,0.015,0.75,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8384128893327908,0.7964922448661512,0.7964922448661512,clipped
mb,fixed,150,0.95,0.015,0.75,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0329367523389104,0.9812899147219648,0.9812899147219648,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8481891321410051,0.8057796755339548,0.8057796755339548,clipped
binomial,fixed,45,0.95,0.015,0.75,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8366584014975433,0.7948254814226662,0.7948254814226662,clipped
uniform,fixed,150,0.95,0.015,0.75,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.8366584035641811,0.794825483385972,0.794825483385972,clipped
mb,fixed,150,0.95,0.015,0.75,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0309012490701546,0.9793561866166468,0.9793561866166468,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.8464196020851861,0.8040986219809267,0.8040986219809267,clipped
binomial,fixed,45,0.95,0.015,0.75,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.8349114467169821,0.793165874381133,0.793165874381133,clipped
uniform,fixed,150,0.95,0.015,0.75,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.834911448780434,0.7931658763414122,0.7931658763414122,clipped
mb,fixed,150,0.95,0.015,0.75,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.0288740887756829,0.9774303843368987,0.9774303843368987,clipped
mb,tuned_va,150,0.95,0.015,0.75,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.844657649245422,0.8024247667831509,0.8024247667831509,clipped
binomial,fixed,45,0.95,0.015,0.9,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.9056729886846003,0.8603893392503703,0.8603893392503703,clipped
uniform,fixed,150,0.95,0.015,0.9,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.9056729908740707,0.8603893413303672,0.8603893413303672,clipped
mb,fixed,150,0.95,0.015,0.9,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.1106771105969244,1.055143255067078,1.055143255067078,clipped
mb,tuned_va,150,0.95,0.015,0.9,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.9160122796390477,0.8702116656570953,0.8702116656570953,clipped
binomial,fixed,45,0.95,0.015,0.9,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.9053295746087743,0.8600630958783355,0.8600630958783355,clipped
uniform,fixed,150,0.95,0.015,0.9,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.9053295767976476,0.8600630979577651,0.8600630979577651,clipped
mb,fixed,150,0.95,0.015,0.9,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.1102816067361168,1.0547675263993108,1.0547675263993108,clipped
mb,tuned_va,150,0.95,0.015,0.9,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.9156660574869842,0.8698827546126349,0.8698827546126349,clipped
binomial,fixed,45,0.95,0.015,0.9,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.9049864293473493,0.8597371078799818,0.8597371078799818,clipped
uniform,fixed,150,0.95,0.015,0.9,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.9049864315356262,0.8597371099588449,0.8597371099588449,clipped
mb,fixed,150,0.95,0.015,0.9,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.1098863981985894,1.0543920782886598,1.0543920782886598,clipped
mb,tuned_va,150,0.95,0.015,0.9,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.9153201056742201,0.8695541003905091,0.8695541003905091,clipped
binomial,fixed,45,0.95,0.015,0.9,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.9039586032001602,0.8587606730401521,0.8587606730401521,clipped
uniform,fixed,150,0.95,0.015,0.9,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,4.710817195503862,2.956814163927114,2.9568141609703003,True,0.0,0.9039586053866495,0.858760675117317,0.858760675117317,clipped
mb,fixed,150,0.95,0.015,0.9,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,6.071245483564144,3.5952776278893315,3.595277624294054,True,0.0,1.108702541073824,1.0532674140201328,1.0532674140201328,clipped
mb,tuned_va,150,0.95,0.015,0.9,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,4.835909856411086,2.9868890697432495,2.9868890667563606,True,0.0,0.914283869009994,0.8685696755594943,0.8685696755594943,clipped
binomial,fixed,45,0.95,0.015,0.9,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,4.773233145941919,2.9568141575811775,2.9568141546243636,True,0.0,0.9022509056631247,0.8571383603799685,0.8571383603799685,clipped
