T,epsilon,SNR_dB,scheme,baseline,mean_delta_K,std_delta_K,ci95_low,ci95_high,P_delta_gt_0,mean_delta_I_AB,mean_delta_chi_BE,mean_delta_outage,gain_source,repetitions
1.4677992676e-05,0.00875,-45.323033655646306,GS,MB-global-opt,-8.428766590210892e-06,7.169774664347443e-07,-1.0209837353034575e-05,-6.647695827387209e-06,0.0,7.920800350428673e-07,9.181242623501618e-06,-1.0,No positive gain,3
1.2115276586e-05,0.01375,-46.15636707186417,GS,MB-global-opt,-8.442462901954901e-06,5.292405994883997e-07,-9.757169433717095e-06,-7.127756370192707e-06,0.0,3.3423320407640254e-08,8.47421505634216e-06,-1.0,No positive gain,3
0.001,0.005,-26.989710900708666,PS,MB-global-opt,-8.447084910168058e-06,2.333996699080542e-05,-6.642677710231716e-05,4.953260728198105e-05,0.3333333333333333,-1.2733886665117211e-06,7.237365676981966e-06,0.0,No positive gain,3
1.1547819847e-05,0.01625,-46.36470045080182,GS,MB-global-opt,-8.471829270684239e-06,1.129144155408955e-06,-1.127677884910334e-05,-5.666879692265138e-06,0.0,-4.7367036515311156e-08,8.426830585994693e-06,-1.0,No positive gain,3
1.3990503141e-05,0.00875,-45.53136697596754,GS,MB-global-opt,-8.49746054276679e-06,6.681997373700144e-07,-1.0157360709328739e-05,-6.837560376204841e-06,0.0,2.9756558106441844e-07,8.780147844777986e-06,-1.0,No positive gain,3
1.3335214322e-05,0.01,-45.73970033281124,GS,MB-global-opt,-8.526420415666536e-06,6.085530596416049e-07,-1.0038150020704561e-05,-7.0146908106285114e-06,0.0,1.1447378955864451e-07,8.635170515747248e-06,-1.0,No positive gain,3
1.2115276586e-05,0.01625,-46.156367137634135,GS,MB-global-opt,-8.551119531056509e-06,3.139297269577924e-07,-9.330964204622182e-06,-7.771274857490836e-06,0.0,2.7411817852633175e-07,8.811531800656525e-06,-1.0,No positive gain,3
1.1006941713e-05,0.01875,-46.57303382465375,GS,MB-global-opt,-8.559432186183714e-06,1.9362731893740015e-07,-9.040429111175258e-06,-8.07843526119217e-06,0.0,-2.286092062320222e-07,8.342253440263292e-06,-1.0,No positive gain,3
1.1006941713e-05,0.0175,-46.57303379477717,GS,MB-global-opt,-8.575665901415047e-06,2.9756512564776795e-07,-9.314858651729233e-06,-7.83647315110086e-06,0.0,-3.9189803076785285e-07,8.203362772185585e-06,-1.0,No positive gain,3
1.1006941713e-05,0.015,-46.573033735024,GS,MB-global-opt,-8.578215791625135e-06,4.892049211416843e-07,-9.79346818499198e-06,-7.362963398258291e-06,0.0,-7.054967395466368e-07,7.907993889055831e-06,-1.0,No positive gain,3
1.1547819847e-05,0.02,-46.364700544835955,GS,MB-global-opt,-8.586161257910044e-06,3.072586520360051e-07,-9.349434062684797e-06,-7.822888453135291e-06,0.0,2.9128133830861697e-07,8.86287852930323e-06,-1.0,No positive gain,3
